Matrix,v1Code,V2 Code,Analyte,Analyte Code,Common Method Name,Extraction reagents/formulation,Extraction Ratio,Extraction Basis,Extraction Time,Analyte Measurement Method,Observation Category,Reporting Unit,Acceptance,Status,Citation Organization,Citation,Citation Link,Row Added Date,Row Changed Date,Change Comment,Notes
PLANT,,L_MODV2_PLANT_NA_004,sodium,NA,Muffle Furnace Dry Ashing,HCl,Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy,and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NA_005,sodium,NA,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NA_006,sodium,NA,Laser Induced Breakdown Spectroscopy (LIBS),,Direct,m/m,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NA_007,sodium,NA,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,WEPAL,"Mireille Asanzi Mvondo-She (2021) A Method for Silicon Analysis in Citrusand Horticulture Leaf Tissue, Communications in Soil Science and Plant Analysis, 52:18, 2089-2097, DOI: 10.1080/00103624.2021.1908329",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_SOLIDS_FIXED_001,"solids, fixed",SOLIDS_FIXED,"Muffle Furnace Dry Ashing, 550 C",,Varies,m/m,,Gravimetric,MEASURED,%,OFFICIAL,VALID,"APHA, AWWA, WEF","Standard Methods Committee of the American Public Health Association, American Water Works Association, and Water Environment Federation. (2017). Method 2540 G. Total, fixed, and volatile solids in solid and semisolid samples. In: Standard methods for the examination of water and wastewater. 23rd edition. Lipps WC, Baxter TE, Braun-Howland E, eds. APHA Press.",,2026-04-02T12:00:00Z,,,
PLANT,B-ASH.03,L_MODV2_PLANT_DM_001,dry matter,DM,Oven Drying,105 C,,,,Gravimetric,MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-1.10. Determination of Dry Matter Content of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-28T12:00:00Z,"Analyte renamed from solids, total to dry matter; analyte code updated from SOLIDS to DM",
PLANT,,L_MODV2_PLANT_SOLID_VOLATILE_001,"solids, volatile",SOLID_VOLATILE,"Muffle Furnace Dry Ashing, 550 C",,Varies,m/m,,Gravimetric,MEASURED,%,OFFICIAL,VALID,"APHA, AWWA, WEF","Standard Methods Committee of the American Public Health Association, American Water Works Association, and Water Environment Federation. (2017). Method 2540 G. Total, fixed, and volatile solids in solid and semisolid samples. In: Standard methods for the examination of water and wastewater. 23rd edition. Lipps WC, Baxter TE, Braun-Howland E, eds. APHA Press.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_SR_001,strontium,SR,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from ratio to mg/kg per WERA B-4.25 Comment 8: Sr explicit trace metal → mg/kg,
PLANT,B-SR.10.04,L_MODV2_PLANT_SR_002,strontium,SR,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-SO4.01.03,L_MODV2_PLANT_SO4S_001,sulfate-sulfur,SO4S,Acetic Acid,2% acetic acid,Varies,m/m,,Spectrophotometric,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 15. Extractable Chloride, Nitrate, Orthophosphate, Potassium, and Sulfate-Sulfur in Plant Tissue: 2% Acetic Acid Extraction. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_S_001,sulfur,S,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,"UoM corrected from ratio to % per WERA B-4.25 Calculations: P,K,S,Ca,Mg,Na → % nearest 0.001%",
PLANT,,L_MODV2_PLANT_S_002,sulfur,S,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_S_003,sulfur,S,"Microwave-Assisted Acid Digestion, Open Vessel","HNO3, H2O2, HCl",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 7. Microwave Digestion of Plant Tissue in an Open Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_S_004,sulfur,S,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_S_005,sulfur,S,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_S_006,sulfur,S,Laser Induced Breakdown Spectroscopy (LIBS),,Direct,m/m,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_S_007,sulfur,S,wet ash,,,,,Turbidimetric,MEASURED,mg/kg,PROVISIONAL,RETIRED,,,,2026-04-02T12:00:00Z,,,sample size (0.5g) detection limit (0.1)
PLANT,B-TS.03,L_MODV2_PLANT_S_008,sulfur,S,Oxygen Combustion,O2,Varies,m/m,,Thermal Conductivity,MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-2.30. Total Sulfur automated combustion",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_V_001,vanadium,V,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per WERA B-4.25,Analyte not listed in Reference
PLANT,,L_MODV2_PLANT_V_002,vanadium,V,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,Analyte not listed in Reference
PLANT,,L_MODV2_PLANT_V_003,vanadium,V,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_SAMPLE_WET_001,"sample weight, wet",SAMPLE_WET,sample weight as received,,Direct,,,Gravimetric,MEASURED,mg,OFFICIAL,VALID,,,,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_ZN_001,zinc,ZN,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,"UoM corrected from % to mg/kg per WERA B-4.25 Calculations: Zn, Cu → mg/kg nearest 0.1",
PLANT,,L_MODV2_PLANT_ZN_002,zinc,ZN,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry or Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_ZN_003,zinc,ZN,"Microwave-Assisted Acid Digestion, Open Vessel","HNO3, HCl, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 7. Microwave Digestion of Plant Tissue in an Open Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_ZN_004,zinc,ZN,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per Kalra 1998 Ch.6 trace element (Zn) calculation formula,
PLANT,,L_MODV2_PLANT_ZN_005,zinc,ZN,Muffle Furnace Dry Ashing,HCl,Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy,and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_ZN_006,zinc,ZN,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_ZN_007,zinc,ZN,Laser Induced Breakdown Spectroscopy (LIBS),,Direct,m/m,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
