Matrix,v1Code,V2 Code,Analyte,Analyte Code,Common Method Name,Extraction reagents/formulation,Extraction Ratio,Extraction Basis,Extraction Time,Analyte Measurement Method,Observation Category,Reporting Unit,Acceptance,Status,Citation Organization,Citation,Citation Link,Row Added Date,Row Changed Date,Change Comment,Notes
PLANT,,L_MODV2_PLANT_MO_005,molybdenum,MO,Muffle Furnace Dry Ashing,HCl,,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy,and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from g to mg/kg,Analyte not listed in reference
PLANT,,L_MODV2_PLANT_MO_006,molybdenum,MO,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Direct,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,Measured using ED-PXRF
PLANT,B-MO.05.06,L_MODV2_PLANT_MO_007,molybdenum,MO,wet ash,,Varies,m/m,,ICP-MS,MEASURED,mg/kg,OFFICIAL,RETIRED,,,,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NI_001,nickel,NI,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from ratio to mg/kg per WERA B-4.25: Ni explicit trace element in scope,
PLANT,B-NI.10.04,L_MODV2_PLANT_NI_002,nickel,NI,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",,,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,Analyte not listed in Reference
PLANT,B-NI.11.04,L_MODV2_PLANT_NI_003,nickel,NI,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected to mg/kg per Kalra 1998 Ch.6 trace element (Ni) calculation formula,
PLANT,,L_MODV2_PLANT_NI_004,nickel,NI,Muffle Furnace Dry Ashing,HNO3,Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 24 Determination of Cadmium, Chromium, Cobalt, Lead, and Nickel in Plant Tissue. and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry.  Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NI_005,nickel,NI,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Varies,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-NO3.09.10,L_MODV2_PLANT_NO3N_001,nitrate-nitrogen,NO3N,Water,,,,,Spectrophotometric / NO3-N Reduction,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials. Modified Extractant.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from % to mg/kg per WERA B-3.10 (modified extractant) Calculations: NO3-N → mg/kg nearest 10,
PLANT,,L_MODV2_PLANT_NO3N_002,nitrate-nitrogen,NO3N,Acetic Acid,2% acetic acid,,,,Diffusion Conductivity,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per WERA B-3.10 Calculations: NO3-N → mg/kg nearest 10,Modified-Diffusion Conductivity is not listed in B 3.10 for NO3
PLANT,B-NO3.01.01,L_MODV2_PLANT_NO3N_003,nitrate-nitrogen,NO3N,Acetic Acid,2% acetic acid,,,,Spectrophotometric / NO3-N Reduction,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from % to mg/kg per WERA B-3.10 Calculations: NO3-N → mg/kg nearest 10,replace acetic acid with KCL
PLANT,B-NO3.01.07,L_MODV2_PLANT_NO3N_004,nitrate-nitrogen,NO3N,Aluminum Sulfate,Ion Strength Adjusting,,,,ISE,MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 10. Extractable Nitrate in Plant Tissue: Ion-Selective Electrode Method. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per Kalra 1998 Ch.10: Report mg NO3-N to nearest 10 mg/kg,
PLANT,B-TN.03.01,L_MODV2_PLANT_TN_001,"nitrogen, total",TN,Combustion,O2,Varies,m/m,,Thermal Conductivity,MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-2.20. Total Nitrogen, automated combustion",,2026-04-02T12:00:00Z,,,
PLANT,B-TN.03.00,L_MODV2_PLANT_TN_002,"nitrogen, total",TN,near infrared,,,,,Near Infra-red Reflectance,MEASURED,%,PROVISIONAL,VALID,,,,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_TN_003,"nitrogen, total",TN,Kjeldahl,H2SO4 + Catalyst digest,Varies,m/m,,Diffusion Conductivity,MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B 2.10. Total Kjeldahl Nitrogen Determination in Botanical Materials.",,2026-04-02T12:00:00Z,,,
PLANT,B-TN.16.01,L_MODV2_PLANT_TN_004,"nitrogen, total",TN,Kjeldahl,H2SO4 + Catalyst digest,Varies,m/m,,Spectrophotometric,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 9. Determination of Total Nitrogen in Plant Tissue Plant Tissue. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-NO3.02.01,L_MODV2_PLANT_TN_005,"nitrogen, total",TN,Kjeldahl,H2SO4 + Catalyst digest,Varies,m/m,,Titration,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 9. Determination of Total Nitrogen in Plant Tissue Plant Tissue. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_PO4P_001,phosphate-phosphorus,PO4P,Acetic Acid,2% acetic acid,Varies,m/m,,Spectrophotometric,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from % to mg/kg per WERA B-3.10 Calculations: PO4-P → mg/kg nearest 10,
PLANT,B-TP.05.04,L_MODV2_PLANT_P_001,phosphorus,P,wet ash,,Varies,m/m,,ICP-OES,MEASURED,mg/kg,OFFICIAL,RETIRED,US-EPA,"U.S. EPA. 1994. “Method 200.7: Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,” Revision 4.4. Cincinnati, OH",,2026-04-02T12:00:00Z,,,Modified - Note 8
PLANT,B-TP.02.04,L_MODV2_PLANT_P_002,phosphorus,P,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, Colorimetric",MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,"UoM corrected from ratio to % per WERA B-4.25 Calculations: P,K,S,Ca,Mg,Na → % nearest 0.001%",
PLANT,B-P.10.04,L_MODV2_PLANT_P_003,phosphorus,P,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",,,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_P_004,phosphorus,P,"Microwave-Assisted Acid Digestion, Open Vessel","HNO3, HCl, H2O2",Varies,m/m,,"ICP-OES, ICP-MS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 7. Microwave Digestion of Plant Tissue in an Open Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_P_005,phosphorus,P,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",,,,"ICP-OES, Colorimetric",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,"UoM corrected to % per Kalra 1998 Ch.6 macro element group (P,K,S,Ca,Mg,Na)",
PLANT,B-TP.04.04,L_MODV2_PLANT_P_006,phosphorus,P,Muffle Furnace Dry Ashing,HCl,Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_P_007,phosphorus,P,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_P_008,phosphorus,P,Laser Induced Breakdown Spectroscopy (LIBS),,Direct,m/m,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-K.02.04,L_MODV2_PLANT_K_001,potassium,K,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,"UoM corrected from ratio to % per WERA B-4.25 Calculations: P,K,S,Ca,Mg,Na → % nearest 0.001%",
PLANT,,L_MODV2_PLANT_K_002,potassium,K,Acetic Acid,2% acetic acid,Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,,,
PLANT,B-K.10.04,L_MODV2_PLANT_K_003,potassium,K,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry or Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-K.02.04,L_MODV2_PLANT_K_004,potassium,K,"Microwave-Assisted Acid Digestion, Open Vessel","HNO3, HCl, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 7. Microwave Digestion of Plant Tissue in an Open Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-K.02.04,L_MODV2_PLANT_K_005,potassium,K,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-K.04.04,L_MODV2_PLANT_K_006,potassium,K,Muffle Furnace Dry Ashing,HCl,Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy,and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_K_007,potassium,K,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,2026-06-18T12:00:00Z,Reporting Unit corrected: 'ratio'→'%'. ED-XRF reports elemental concentration; all other potassium rows use %.,
PLANT,,L_MODV2_PLANT_K_008,potassium,K,Laser Induced Breakdown Spectroscopy (LIBS),,Direct,m/m,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_SE_001,selenium,SE,"Acid Wet Digestion, Open Vessel","HNO3, H2O2, HCl",Varies,m/m,,"GFAA, ICP-OES",MEASURED,%,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996.",https://www.epa.gov/sites/default/files/2015-06/documents/epa-3050b.pdf,2026-04-02T12:00:00Z,,,
PLANT,B-SE.05.04,L_MODV2_PLANT_SE_002,selenium,SE,wet ash,,Varies,m/m,,ICP-OES,MEASURED,mg/kg,OFFICIAL,RETIRED,US-EPA,"U.S. EPA. 1994. “Method 200.7: Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,” Revision 4.4. Cincinnati, OH",,2026-04-02T12:00:00Z,,,
PLANT,B-SE.05.06,L_MODV2_PLANT_SE_003,selenium,SE,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from % to mg/kg per WERA B-4.25,Analyte not listed in Reference
PLANT,,L_MODV2_PLANT_SE_004,selenium,SE,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,Analyte not listed in Reference
PLANT,,L_MODV2_PLANT_SE_005,selenium,SE,"Acid Wet Digestion, Open Vessel w/ Hydride Generation","HNO3, HClO4",Direct,m/m,,HG-AAS,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 23. Determination of Arsenic and Mercury in Plant Tissue . Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-SE.11.04,L_MODV2_PLANT_SE_006,selenium,SE,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 23 Determination of Arsenic and Mercury in Plant Tissue; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected to mg/kg per Kalra 1998 Ch.22 (0.02 mg Se/kg detection limit) and Ch.23 Se modification,
PLANT,,L_MODV2_PLANT_SE_007,selenium,SE,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_SE_008,selenium,SE,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2, NaOH",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,WEPAL,"Mireille Asanzi Mvondo-She (2021) A Method for Silicon Analysis in Citrusand Horticulture Leaf Tissue, Communications in Soil Science and Plant Analysis, 52:18, 2089-2097, DOI: 10.1080/00103624.2021.1908329",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_SI_001,silicon,SI,Energy Dispersive X-Ray Fluorescence (ED-XRF),,,,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_SI_002,silicon,SI,Laser Induced Breakdown Spectroscopy (LIBS),,Direct,m/m,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NA_001,sodium,NA,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry or Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NA_002,sodium,NA,"Microwave-Assisted Acid Digestion, Open Vessel","HNO3, HCl, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 7. Microwave Digestion of Plant Tissue in an Open Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_NA_003,sodium,NA,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
